,CSCO,META,NFLX,NVDA,AMZN,GOOGL,MSFT,AAPL,QQQ,^N225,CSCO_TR
1982-03-08,,,,,,,,0.07310300320386887,,7248.47021484375,
1982-03-09,,,,,,,,0.07366099953651428,,7195.7998046875,
1982-03-10,,,,,,,,0.07254499942064285,,7292.91015625,
1982-03-11,,,,,,,,0.07254499942064285,,7257.33984375,
1982-03-12,,,,,,,,0.06808000057935715,,7102.60986328125,
1982-03-15,,,,,,,,0.06752199679613113,,7078.68017578125,
1982-03-16,,,,,,,,0.0664059966802597,,6916.990234375,
1982-03-17,,,,,,,,0.06305799633264542,,6889.52978515625,
1982-03-18,,,,,,,,0.06808000057935715,,7052.7998046875,
1982-03-19,,,,,,,,0.0742190033197403,,7065.3798828125,
1982-03-22,,,,,,,,0.07979899644851685,,,
1982-03-23,,,,,,,,0.07868299633264542,,7097.7998046875,
1982-03-24,,,,,,,,0.0742190033197403,,7194.31005859375,
1982-03-25,,,,,,,,0.07366099953651428,,7175.16015625,
1982-03-26,,,,,,,,0.07254499942064285,,7203.81982421875,
1982-03-29,,,,,,,,0.0742190033197403,,7199.16015625,
1982-03-30,,,,,,,,0.07533500343561172,,7193.830078125,
1982-03-31,,,,,,,,0.07533500343561172,,7260.47998046875,
1982-04-01,,,,,,,,0.07924100011587143,,7293.669921875,
1982-04-02,,,,,,,,0.07924100011587143,,7332.9599609375,
1982-04-05,,,,,,,,0.07924100011587143,,7344.35009765625,
1982-04-06,,,,,,,,0.07868299633264542,,7293.58984375,
1982-04-07,,,,,,,,0.07756700366735458,,7230.52978515625,
1982-04-08,,,,,,,,0.078125,,7204.64990234375,
1982-04-09,,,,,,,,,,7209.2099609375,
1982-04-12,,,,,,,,0.07756700366735458,,7280.81982421875,
1982-04-13,,,,,,,,0.07142899930477142,,7252.93017578125,
1982-04-14,,,,,,,,0.07198700308799744,,7181.52978515625,
1982-04-15,,,,,,,,0.07310300320386887,,7120.85986328125,
1982-04-16,,,,,,,,0.07533500343561172,,7129.68994140625,
1982-04-19,,,,,,,,0.07366099953651428,,7135.2099609375,
1982-04-20,,,,,,,,0.0703129991889,,7258.14990234375,
1982-04-21,,,,,,,,0.06975399702787399,,7260.580078125,
1982-04-22,,,,,,,,0.06863799691200256,,7295.8701171875,
1982-04-23,,,,,,,,0.06863799691200256,,7333.93994140625,
1982-04-26,,,,,,,,0.0703129991889,,7404.2099609375,
1982-04-27,,,,,,,,0.06808000057935715,,7417.16015625,
1982-04-28,,,,,,,,0.06528999656438828,,7405.27978515625,
1982-04-29,,,,,,,,0.06528999656438828,,,
1982-04-30,,,,,,,,0.06584800034761429,,7390.7099609375,
1982-05-03,,,,,,,,0.06808000057935715,,,
1982-05-04,,,,,,,,0.0703129991889,,7457.10986328125,
1982-05-05,,,,,,,,0.06919600069522858,,,
1982-05-06,,,,,,,,0.07142899930477142,,7517.77978515625,
1982-05-07,,,,,,,,0.07254499942064285,,7518.77978515625,
1982-05-10,,,,,,,,0.07142899930477142,,7564.58984375,
1982-05-11,,,,,,,,0.06919600069522858,,7538.1201171875,
1982-05-12,,,,,,,,0.06752199679613113,,7539.77978515625,
1982-05-13,,,,,,,,0.06808000057935715,,7603.2099609375,
1982-05-14,,,,,,,,0.06528999656438828,,7575.81005859375,
1982-05-17,,,,,,,,0.06417399644851685,,7619.39013671875,
1982-05-18,,,,,,,,0.06305799633264542,,7567.06005859375,
1982-05-19,,,,,,,,0.0625,,7572.14990234375,
1982-05-20,,,,,,,,0.06305799633264542,,7531.5400390625,
1982-05-21,,,,,,,,0.06361600011587143,,7497.0498046875,
1982-05-24,,,,,,,,0.06417399644851685,,7468.27978515625,
1982-05-25,,,,,,,,0.06417399644851685,,7428.39990234375,
1982-05-26,,,,,,,,0.06361600011587143,,7449.919921875,
1982-05-27,,,,,,,,0.0625,,7404.35986328125,
1982-05-28,,,,,,,,0.0625,,7325.08984375,
1982-05-31,,,,,,,,,,7325.64990234375,
1982-06-01,,,,,,,,0.06138399988412857,,7368.66015625,
1982-06-02,,,,,,,,0.0625,,7344.89990234375,
1982-06-03,,,,,,,,0.06026799976825714,,7301.93994140625,
1982-06-04,,,,,,,,0.05859399959445,,7300.5400390625,
1982-06-07,,,,,,,,0.05859399959445,,7242.39013671875,
1982-06-08,,,,,,,,0.05803599953651428,,7240.02978515625,
1982-06-09,,,,,,,,0.05691999942064285,,7233.02978515625,
1982-06-10,,,,,,,,0.05747799947857857,,7152.27978515625,
1982-06-11,,,,,,,,0.059709999710321426,,7195.4599609375,
1982-06-14,,,,,,,,0.059709999710321426,,7242.580078125,
1982-06-15,,,,,,,,0.059709999710321426,,7191.02001953125,
1982-06-16,,,,,,,,0.059709999710321426,,7142.39013671875,
1982-06-17,,,,,,,,0.05859399959445,,7130.25,
1982-06-18,,,,,,,,0.05747799947857857,,7127.7001953125,
1982-06-21,,,,,,,,0.05747799947857857,,7091.10986328125,
1982-06-22,,,,,,,,0.059709999710321426,,7127.9599609375,
1982-06-23,,,,,,,,0.06138399988412857,,7154.6298828125,
1982-06-24,,,,,,,,0.06138399988412857,,7152.580078125,
1982-06-25,,,,,,,,0.05915199965238571,,7202.4501953125,
1982-06-28,,,,,,,,0.05859399959445,,7204.18994140625,
1982-06-29,,,,,,,,0.05691999942064285,,7180.7001953125,
1982-06-30,,,,,,,,0.05691999942064285,,7213.8701171875,
1982-07-01,,,,,,,,0.05636199936270714,,7179.3798828125,
1982-07-02,,,,,,,,0.05357100069522858,,7084.8701171875,
1982-07-05,,,,,,,,,,7081.10009765625,
1982-07-06,,,,,,,,0.05133900046348572,,7019.56005859375,
1982-07-07,,,,,,,,0.05133900046348572,,7035.10986328125,
1982-07-08,,,,,,,,0.04910700023174286,,6961.91015625,
1982-07-09,,,,,,,,0.05078100040555,,6991.56005859375,
1982-07-12,,,,,,,,0.05189700052142143,,7146.68994140625,
1982-07-13,,,,,,,,0.05524599924683571,,7189.009765625,
1982-07-14,,,,,,,,0.05580399930477142,,7155.0,
1982-07-15,,,,,,,,0.05691999942064285,,7197.77001953125,
1982-07-16,,,,,,,,0.05915199965238571,,7175.89013671875,
1982-07-19,,,,,,,,0.059709999710321426,,7237.7998046875,
1982-07-20,,,,,,,,0.06361600011587143,,7212.5,
1982-07-21,,,,,,,,0.06361600011587143,,7210.56005859375,
1982-07-22,,,,,,,,0.06417399644851685,,7227.3701171875,
1982-07-23,,,,,,,,0.06305799633264542,,7220.509765625,
1982-07-26,,,,,,,,0.06026799976825714,,7203.93994140625,
1982-07-27,,,,,,,,0.06026799976825714,,7198.0400390625,
1982-07-28,,,,,,,,0.05747799947857857,,7192.58984375,
1982-07-29,,,,,,,,0.059709999710321426,,7145.8701171875,
1982-07-30,,,,,,,,0.06026799976825714,,7122.080078125,
1982-08-02,,,,,,,,0.061941999942064285,,7208.2900390625,
1982-08-03,,,,,,,,0.05803599953651428,,7213.41015625,
1982-08-04,,,,,,,,0.05747799947857857,,7166.27978515625,
1982-08-05,,,,,,,,0.05524599924683571,,7092.669921875,
1982-08-06,,,,,,,,0.054687999188899994,,7068.27978515625,
1982-08-09,,,,,,,,0.05524599924683571,,6976.169921875,
1982-08-10,,,,,,,,0.05859399959445,,6928.2998046875,
1982-08-11,,,,,,,,0.05915199965238571,,6885.2099609375,
1982-08-12,,,,,,,,0.05859399959445,,6880.22998046875,
1982-08-13,,,,,,,,0.05859399959445,,6927.68994140625,
1982-08-16,,,,,,,,0.059709999710321426,,6939.43017578125,
1982-08-17,,,,,,,,0.06361600011587143,,6864.56005859375,
1982-08-18,,,,,,,,0.06361600011587143,,6990.81005859375,
1982-08-19,,,,,,,,0.06417399644851685,,6967.77978515625,
1982-08-20,,,,,,,,0.06584800034761429,,6968.4599609375,
1982-08-23,,,,,,,,0.06863799691200256,,7053.490234375,
1982-08-24,,,,,,,,0.07198700308799744,,7088.990234375,
1982-08-25,,,,,,,,0.07700899988412857,,7126.60009765625,
1982-08-26,,,,,,,,0.07924100011587143,,7153.3798828125,
1982-08-27,,,,,,,,0.07533500343561172,,7185.10009765625,
1982-08-30,,,,,,,,0.07645100355148315,,7118.85009765625,
1982-08-31,,,,,,,,0.08035700023174286,,7123.3798828125,
1982-09-01,,,,,,,,0.078125,,7152.5498046875,
1982-09-02,,,,,,,,0.08147300034761429,,7125.91015625,
1982-09-03,,,,,,,,0.0820309966802597,,7175.58984375,
1982-09-06,,,,,,,,,,7219.330078125,
1982-09-07,,,,,,,,0.07756700366735458,,7209.4501953125,
1982-09-08,,,,,,,,0.08035700023174286,,7189.490234375,
1982-09-09,,,,,,,,0.07868299633264542,,7124.009765625,
1982-09-10,,,,,,,,0.08091499656438828,,7105.02978515625,
1982-09-13,,,,,,,,0.08147300034761429,,7073.93017578125,
1982-09-14,,,,,,,,0.08426299691200256,,7096.2998046875,
1982-09-15,,,,,,,,0.08370500057935715,,,
1982-09-16,,,,,,,,0.08091499656438828,,7087.89990234375,
1982-09-17,,,,,,,,0.07924100011587143,,7062.509765625,
1982-09-20,,,,,,,,0.07979899644851685,,7042.6298828125,
1982-09-21,,,,,,,,0.08147300034761429,,7040.27978515625,
1982-09-22,,,,,,,,0.08370500057935715,,7071.10009765625,
1982-09-23,,,,,,,,0.08370500057935715,,,
1982-09-24,,,,,,,,0.08091499656438828,,7066.0400390625,
1982-09-27,,,,,,,,0.08091499656438828,,6975.5,
1982-09-28,,,,,,,,0.0820309966802597,,6940.509765625,
1982-09-29,,,,,,,,0.0820309966802597,,6979.08984375,
1982-09-30,,,,,,,,0.08147300034761429,,6910.72998046875,
1982-10-01,,,,,,,,0.08258900046348572,,6849.77978515625,
1982-10-04,,,,,,,,0.08370500057935715,,6942.22021484375,
1982-10-05,,,,,,,,0.08426299691200256,,6932.1201171875,
1982-10-06,,,,,,,,0.09040199965238571,,6974.35009765625,
1982-10-07,,,,,,,,0.0976559966802597,,7114.64013671875,
1982-10-08,,,,,,,,0.10491099953651428,,7361.56982421875,
1982-10-11,,,,,,,,0.10714299976825714,,,
1982-10-12,,,,,,,,0.10379499942064285,,7413.25,
1982-10-13,,,,,,,,0.10491099953651428,,7411.580078125,
1982-10-14,,,,,,,,0.1054690033197403,,7414.7998046875,
1982-10-15,,,,,,,,0.10267899930477142,,7373.509765625,
1982-10-18,,,,,,,,0.10491099953651428,,7370.2001953125,
1982-10-19,,,,,,,,0.10714299976825714,,7371.64990234375,
1982-10-20,,,,,,,,0.1132809966802597,,7378.0400390625,
1982-10-21,,,,,,,,0.11607100069522858,,7319.9599609375,
1982-10-22,,,,,,,,0.11551299691200256,,7324.0400390625,
1982-10-25,,,,,,,,0.10881700366735458,,7304.919921875,
1982-10-26,,,,,,,,0.109375,,7199.60986328125,
1982-10-27,,,,,,,,0.11216499656438828,,7269.9599609375,
1982-10-28,,,,,,,,0.11216499656438828,,7291.47021484375,
1982-10-29,,,,,,,,0.1132809966802597,,7259.14990234375,
1982-11-01,,,,,,,,0.11941999942064285,,7334.64013671875,
1982-11-02,,,,,,,,0.12779000401496887,,7395.6201171875,
1982-11-03,,,,,,,,0.1372770071029663,,,
1982-11-04,,,,,,,,0.13839299976825714,,7515.89990234375,
1982-11-05,,,,,,,,0.13448700308799744,,7528.9599609375,
1982-11-08,,,,,,,,0.1289059966802597,,7551.66015625,
1982-11-09,,,,,,,,0.1333709955215454,,7576.39990234375,
1982-11-10,,,,,,,,0.13839299976825714,,7688.18017578125,
1982-11-11,,,,,,,,0.14732100069522858,,7708.31982421875,
1982-11-12,,,,,,,,0.1445309966802597,,7689.41015625,
1982-11-15,,,,,,,,0.141183003783226,,7762.22998046875,
1982-11-16,,,,,,,,0.13392899930477142,,7698.2998046875,
1982-11-17,,,,,,,,0.140066996216774,,7740.10009765625,
1982-11-18,,,,,,,,0.140066996216774,,7785.43017578125,
1982-11-19,,,,,,,,0.13783499598503113,,7854.919921875,
1982-11-22,,,,,,,,0.125558003783226,,7901.56005859375,
1982-11-23,,,,,,,,0.1289059966802597,,,
1982-11-24,,,,,,,,0.13169600069522858,,7846.77001953125,
1982-11-25,,,,,,,,,,7837.259765625,
1982-11-26,,,,,,,,0.12946400046348572,,7890.3798828125,
1982-11-29,,,,,,,,0.1289059966802597,,7936.18994140625,
1982-11-30,,,,,,,,0.14229899644851685,,7895.6201171875,
1982-12-01,,,,,,,,0.14508900046348572,,7966.77001953125,
1982-12-02,,,,,,,,0.14508900046348572,,8001.06982421875,
1982-12-03,,,,,,,,0.14174099266529083,,7991.64990234375,
1982-12-06,,,,,,,,0.14955399930477142,,8020.52978515625,
1982-12-07,,,,,,,,0.15122799575328827,,8026.990234375,
1982-12-08,,,,,,,,0.1478790044784546,,8004.10986328125,
1982-12-09,,,,,,,,0.140625,,7945.25,
1982-12-10,,,,,,,,0.13057999312877655,,7870.85009765625,
1982-12-13,,,,,,,,0.12779000401496887,,7885.56982421875,
1982-12-14,,,,,,,,0.12667399644851685,,7913.6201171875,
1982-12-15,,,,,,,,0.12611599266529083,,7882.9501953125,
1982-12-16,,,,,,,,0.1283479928970337,,7828.919921875,
1982-12-17,,,,,,,,0.13448700308799744,,7865.8798828125,
1982-12-20,,,,,,,,0.13392899930477142,,7858.0400390625,
1982-12-21,,,,,,,,0.13504500687122345,,7810.14990234375,
1982-12-22,,,,,,,,0.13895100355148315,,7772.31982421875,
1982-12-23,,,,,,,,0.14285700023174286,,7830.8798828125,
1982-12-24,,,,,,,,,,7904.97998046875,
1982-12-27,,,,,,,,0.14620499312877655,,8015.06982421875,
1982-12-28,,,,,,,,0.14508900046348572,,8016.669921875,
1982-12-29,,,,,,,,0.140066996216774,,,
1982-12-30,,,,,,,,0.13392899930477142,,,
1982-12-31,,,,,,,,0.1333709955215454,,,
1983-01-03,,,,,,,,0.12723200023174286,,,
1983-01-04,,,,,,,,0.13448700308799744,,8021.39990234375,
1983-01-05,,,,,,,,0.13504500687122345,,8066.14990234375,
1983-01-06,,,,,,,,0.13002200424671173,,8120.509765625,
1983-01-07,,,,,,,,0.12276799976825714,,8169.2900390625,
1983-01-10,,,,,,,,0.1283479928970337,,8172.66015625,
1983-01-11,,,,,,,,0.13002200424671173,,8079.6298828125,
1983-01-12,,,,,,,,0.1372770071029663,,8039.85009765625,
1983-01-13,,,,,,,,0.1372770071029663,,8099.06005859375,
1983-01-14,,,,,,,,0.14732100069522858,,8088.52978515625,
1983-01-17,,,,,,,,0.1523440033197403,,8082.72998046875,
1983-01-18,,,,,,,,0.1489959955215454,,8028.27978515625,
1983-01-19,,,,,,,,0.15011200308799744,,7968.68017578125,
1983-01-20,,,,,,,,0.16685299575328827,,7923.31005859375,
1983-01-21,,,,,,,,0.16685299575328827,,7989.41015625,
1983-01-24,,,,,,,,0.15736599266529083,,7833.990234375,
1983-01-25,,,,,,,,0.1635040044784546,,7803.18017578125,
1983-01-26,,,,,,,,0.17020100355148315,,7962.509765625,
1983-01-27,,,,,,,,0.18192000687122345,,7942.31982421875,
1983-01-28,,,,,,,,0.18303599953651428,,8014.60986328125,
1983-01-31,,,,,,,,0.18247799575328827,,8103.47021484375,
1983-02-01,,,,,,,,0.18638400733470917,,8105.52001953125,
1983-02-02,,,,,,,,0.1914059966802597,,8108.0498046875,
1983-02-03,,,,,,,,0.1992190033197403,,7991.2900390625,
1983-02-04,,,,,,,,0.19642899930477142,,8012.64013671875,
1983-02-07,,,,,,,,0.18861599266529083,,8010.91015625,
1983-02-08,,,,,,,,0.186941996216774,,8027.2001953125,
1983-02-09,,,,,,,,0.18861599266529083,,7995.93017578125,
1983-02-10,,,,,,,,0.20089299976825714,,8017.56005859375,
1983-02-11,,,,,,,,0.20758900046348572,,,
1983-02-14,,,,,,,,0.2064729928970337,,8132.02001953125,
1983-02-15,,,,,,,,0.202566996216774,,8135.419921875,
1983-02-16,,,,,,,,0.19866099953651428,,8145.41015625,
1983-02-17,,,,,,,,0.19642899930477142,,8106.27001953125,
1983-02-18,,,,,,,,0.202566996216774,,8048.31005859375,
1983-02-21,,,,,,,,,,7987.27001953125,
1983-02-22,,,,,,,,0.20758900046348572,,7918.16015625,
1983-02-23,,,,,,,,0.20926299691200256,,7931.64990234375,
1983-02-24,,,,,,,,0.2148440033197403,,7984.25,
1983-02-25,,,,,,,,0.20870499312877655,,8056.0400390625,
1983-02-28,,,,,,,,0.203683003783226,,8085.56982421875,
1983-03-01,,,,,,,,0.2070309966802597,,7988.85009765625,
1983-03-02,,,,,,,,0.20870499312877655,,8013.2998046875,
1983-03-03,,,,,,,,0.20200900733470917,,8005.02001953125,
1983-03-04,,,,,,,,0.1992190033197403,,8014.7001953125,
1983-03-07,,,,,,,,0.1953130066394806,,8041.16015625,
1983-03-08,,,,,,,,0.18917399644851685,,8026.990234375,
1983-03-09,,,,,,,,0.1947540044784546,,8008.25,
1983-03-10,,,,,,,,0.19196400046348572,,8027.64013671875,
1983-03-11,,,,,,,,0.18917399644851685,,8081.43994140625,
1983-03-14,,,,,,,,0.18470999598503113,,8089.02978515625,
1983-03-15,,,,,,,,0.1875,,8111.830078125,
1983-03-16,,,,,,,,0.1875,,8170.1298828125,
1983-03-17,,,,,,,,0.18917399644851685,,8195.1396484375,
1983-03-18,,,,,,,,0.19196400046348572,,8234.900390625,
1983-03-21,,,,,,,,0.19642899930477142,,,
1983-03-22,,,,,,,,0.19866099953651428,,8281.58984375,
1983-03-23,,,,,,,,0.18917399644851685,,8311.1201171875,
1983-03-24,,,,,,,,0.19252200424671173,,8340.080078125,
1983-03-25,,,,,,,,0.19252200424671173,,8302.76953125,
1983-03-28,,,,,,,,0.18973200023174286,,8387.91015625,
1983-03-29,,,,,,,,0.1953130066394806,,8424.1298828125,
1983-03-30,,,,,,,,0.19754500687122345,,8446.6103515625,
1983-03-31,,,,,,,,0.18861599266529083,,8478.7001953125,
1983-04-01,,,,,,,,,,8469.0,
1983-04-04,,,,,,,,0.1835940033197403,,8485.8203125,
1983-04-05,,,,,,,,0.1802459955215454,,8420.33984375,
1983-04-06,,,,,,,,0.17857100069522858,,8479.400390625,
1983-04-07,,,,,,,,0.17689700424671173,,8442.4501953125,
1983-04-08,,,,,,,,0.1757809966802597,,8435.3701171875,
1983-04-11,,,,,,,,0.18582600355148315,,8475.1904296875,
1983-04-12,,,,,,,,0.18973200023174286,,8468.6298828125,
1983-04-13,,,,,,,,0.19642899930477142,,8480.4404296875,
1983-04-14,,,,,,,,0.20089299976825714,,8554.2099609375,
1983-04-15,,,,,,,,0.20424099266529083,,8552.16015625,
1983-04-18,,,,,,,,0.20982100069522858,,8582.5302734375,
1983-04-19,,,,,,,,0.20758900046348572,,8541.8603515625,
1983-04-20,,,,,,,,0.2260040044784546,,8564.48046875,
1983-04-21,,,,,,,,0.23214299976825714,,8543.0595703125,
1983-04-22,,,,,,,,0.22767899930477142,,8563.1201171875,
1983-04-25,,,,,,,,0.21707600355148315,,8596.08984375,
1983-04-26,,,,,,,,0.22321400046348572,,8607.4697265625,
1983-04-27,,,,,,,,0.22098200023174286,,8634.7900390625,
1983-04-28,,,,,,,,0.22321400046348572,,8636.5595703125,
1983-04-29,,,,,,,,0.22544600069522858,,,
1983-05-02,,,,,,,,0.21875,,8704.3896484375,
1983-05-03,,,,,,,,0.21651799976825714,,,
1983-05-04,,,,,,,,0.22991099953651428,,8663.0400390625,
1983-05-05,,,,,,,,0.24497799575328827,,,
1983-05-06,,,,,,,,0.2460940033197403,,8670.6396484375,
1983-05-09,,,,,,,,0.2427459955215454,,8719.8798828125,
1983-05-10,,,,,,,,0.24442000687122345,,8667.990234375,
1983-05-11,,,,,,,,0.2382809966802597,,8691.580078125,
1983-05-12,,,,,,,,0.23604899644851685,,8653.900390625,
1983-05-13,,,,,,,,0.23716500401496887,,8629.509765625,
1983-05-16,,,,,,,,0.2310270071029663,,8591.7900390625,
1983-05-17,,,,,,,,0.23158499598503113,,8572.23046875,
1983-05-18,,,,,,,,0.234375,,8598.83984375,
1983-05-19,,,,,,,,0.2416290044784546,,8584.419921875,
1983-05-20,,,,,,,,0.2539060115814209,,8561.4501953125,
1983-05-23,,,,,,,,0.2566959857940674,,8528.6396484375,
1983-05-24,,,,,,,,0.2700890004634857,,8563.509765625,
1983-05-25,,,,,,,,0.26785698533058167,,8582.33984375,
1983-05-26,,,,,,,,0.2650670111179352,,8626.0,
1983-05-27,,,,,,,,0.2650670111179352,,8617.919921875,
1983-05-30,,,,,,,,,,8622.349609375,
1983-05-31,,,,,,,,0.2578130066394806,,8617.5703125,
1983-06-01,,,,,,,,0.25948700308799744,,8549.7001953125,
1983-06-02,,,,,,,,0.2611609995365143,,8517.8798828125,
1983-06-03,,,,,,,,0.2739959955215454,,8510.98046875,
1983-06-06,,,,,,,,0.280133992433548,,8505.919921875,
1983-06-07,,,,,,,,0.27064698934555054,,8475.2998046875,
1983-06-08,,,,,,,,0.26729899644851685,,8445.4501953125,
1983-06-09,,,,,,,,0.265625,,8468.1201171875,
1983-06-10,,,,,,,,0.264508992433548,,8500.48046875,
1983-06-13,,,,,,,,0.25558000802993774,,8598.650390625,
1983-06-14,,,,,,,,0.25,,8618.3798828125,
1983-06-15,,,,,,,,0.2427459955215454,,8608.330078125,
1983-06-16,,,,,,,,0.25558000802993774,,8645.330078125,
1983-06-17,,,,,,,,0.2505579888820648,,8702.6796875,
1983-06-20,,,,,,,,0.2382809966802597,,8711.73046875,
1983-06-21,,,,,,,,0.23995499312877655,,8798.6201171875,
1983-06-22,,,,,,,,0.24720999598503113,,8826.8798828125,
1983-06-23,,,,,,,,0.23939700424671173,,8813.48046875,
1983-06-24,,,,,,,,0.2377229928970337,,8845.3798828125,
1983-06-27,,,,,,,,0.22488799691200256,,8900.0400390625,
1983-06-28,,,,,,,,0.20926299691200256,,8838.240234375,
1983-06-29,,,,,,,,0.219308003783226,,8844.1904296875,
1983-06-30,,,,,,,,0.218191996216774,,8870.9501953125,
1983-07-01,,,,,,,,0.21986599266529083,,8935.66015625,
1983-07-04,,,,,,,,,,8971.580078125,
1983-07-05,,,,,,,,0.2109380066394806,,8928.1298828125,
1983-07-06,,,,,,,,0.2114959955215454,,8984.8798828125,
1983-07-07,,,,,,,,0.20870499312877655,,9015.759765625,
1983-07-08,,,,,,,,0.2064729928970337,,9012.41015625,
1983-07-11,,,,,,,,0.21205399930477142,,8968.76953125,
1983-07-12,,,,,,,,0.2070309966802597,,8937.2099609375,
1983-07-13,,,,,,,,0.20591500401496887,,8883.599609375,
1983-07-14,,,,,,,,0.20535700023174286,,8884.98046875,
1983-07-15,,,,,,,,0.19810299575328827,,8900.01953125,
1983-07-18,,,,,,,,0.19754500687122345,,8885.0703125,
1983-07-19,,,,,,,,0.1953130066394806,,8866.66015625,
1983-07-20,,,,,,,,0.1841520071029663,,8927.3203125,
1983-07-21,,,,,,,,0.19363799691200256,,9019.6904296875,
1983-07-22,,,,,,,,0.1953130066394806,,8993.400390625,
1983-07-25,,,,,,,,0.19252200424671173,,8991.9296875,
1983-07-26,,,,,,,,0.17466500401496887,,9005.48046875,
1983-07-27,,,,,,,,0.16182999312877655,,9062.3701171875,
1983-07-28,,,,,,,,0.15178599953651428,,9112.0703125,
1983-07-29,,,,,,,,0.155691996216774,,9078.75,
1983-08-01,,,,,,,,0.15401799976825714,,9015.580078125,
1983-08-02,,,,,,,,0.15345999598503113,,9040.4296875,
1983-08-03,,,,,,,,0.155691996216774,,9016.2001953125,
1983-08-04,,,,,,,,0.1484380066394806,,9038.6103515625,
1983-08-05,,,,,,,,0.15122799575328827,,8946.66015625,
1983-08-08,,,,,,,,0.15178599953651428,,8960.0,
1983-08-09,,,,,,,,0.15345999598503113,,8874.2197265625,
1983-08-10,,,,,,,,0.1529020071029663,,8878.48046875,
1983-08-11,,,,,,,,0.15067000687122345,,8908.6103515625,
1983-08-12,,,,,,,,0.14955399930477142,,8920.8203125,
1983-08-15,,,,,,,,0.15345999598503113,,9020.2998046875,
1983-08-16,,,,,,,,0.15122799575328827,,9019.0703125,
1983-08-17,,,,,,,,0.1478790044784546,,9010.080078125,
1983-08-18,,,,,,,,0.14955399930477142,,9089.580078125,
1983-08-19,,,,,,,,0.15067000687122345,,9139.73046875,
1983-08-22,,,,,,,,0.15011200308799744,,9203.75,
1983-08-23,,,,,,,,0.14229899644851685,,9169.1796875,
1983-08-24,,,,,,,,0.13504500687122345,,9147.33984375,
1983-08-25,,,,,,,,0.13616099953651428,,9143.0703125,
1983-08-26,,,,,,,,0.13783499598503113,,9145.5400390625,
1983-08-29,,,,,,,,0.13950900733470917,,9172.5400390625,
1983-08-30,,,,,,,,0.14676299691200256,,9195.919921875,
1983-08-31,,,,,,,,0.16629500687122345,,9189.4296875,
1983-09-01,,,,,,,,0.16238799691200256,,9228.349609375,
1983-09-02,,,,,,,,0.16964299976825714,,9183.1103515625,
1983-09-05,,,,,,,,,,9252.2099609375,
1983-09-06,,,,,,,,0.1757809966802597,,9255.1103515625,
1983-09-07,,,,,,,,0.15457600355148315,,9355.66015625,
1983-09-08,,,,,,,,0.14174099266529083,,9332.4697265625,
1983-09-09,,,,,,,,0.1367190033197403,,9304.009765625,
1983-09-12,,,,,,,,0.1367190033197403,,9355.1298828125,
1983-09-13,,,,,,,,0.14285700023174286,,9299.330078125,
1983-09-14,,,,,,,,0.141183003783226,,9274.1103515625,
1983-09-15,,,,,,,,0.13448700308799744,,,
1983-09-16,,,,,,,,0.13113799691200256,,9195.66015625,
1983-09-19,,,,,,,,0.14285700023174286,,9141.25,
1983-09-20,,,,,,,,0.14341500401496887,,9254.150390625,
1983-09-21,,,,,,,,0.140625,,9272.5595703125,
1983-09-22,,,,,,,,0.14508900046348572,,9280.2998046875,
1983-09-23,,,,,,,,0.10825899988412857,,,
1983-09-26,,,,,,,,0.11104899644851685,,9345.7802734375,
1983-09-27,,,,,,,,0.10491099953651428,,9414.150390625,
1983-09-28,,,,,,,,0.10212100297212601,,9445.3203125,
1983-09-29,,,,,,,,0.1015629991889,,9432.6103515625,
1983-09-30,,,,,,,,0.10323700308799744,,9402.58984375,
1983-10-03,,,,,,,,0.10323700308799744,,9450.099609375,
1983-10-04,,,,,,,,0.10212100297212601,,9424.33984375,
1983-10-05,,,,,,,,0.10044600069522858,,9491.9296875,
1983-10-06,,,,,,,,0.09933000057935715,,9529.9697265625,
1983-10-07,,,,,,,,0.09096000343561172,,9562.48046875,
1983-10-10,,,,,,,,0.08816999942064285,,,
1983-10-11,,,,,,,,0.08649600297212601,,9493.08984375,
1983-10-12,,,,,,,,0.09430799633264542,,9563.25,
1983-10-13,,,,,,,,0.10267899930477142,,9472.349609375,
1983-10-14,,,,,,,,0.1015629991889,,9323.6298828125,
1983-10-17,,,,,,,,0.09375,,9420.900390625,
1983-10-18,,,,,,,,0.08649600297212601,,9349.0595703125,
1983-10-19,,,,,,,,0.09598200023174286,,9280.7998046875,
1983-10-20,,,,,,,,0.09096000343561172,,9319.5498046875,
1983-10-21,,,,,,,,0.08872800320386887,,9370.2099609375,
1983-10-24,,,,,,,,0.09430799633264542,,9260.16015625,
1983-10-25,,,,,,,,0.09486600011587143,,9232.76953125,
1983-10-26,,,,,,,,0.0898440033197403,,9246.5498046875,
1983-10-27,,,,,,,,0.09430799633264542,,9323.08984375,
1983-10-28,,,,,,,,0.09319200366735458,,9321.3701171875,
1983-10-31,,,,,,,,0.10100399702787399,,9356.7900390625,
1983-11-01,,,,,,,,0.10267899930477142,,9350.91015625,
1983-11-02,,,,,,,,0.10491099953651428,,9344.1201171875,
1983-11-03,,,,,,,,0.0976559966802597,,,
1983-11-04,,,,,,,,0.09430799633264542,,9341.6796875,
1983-11-07,,,,,,,,0.09375,,9316.2099609375,
1983-11-08,,,,,,,,0.07979899644851685,,9319.259765625,
1983-11-09,,,,,,,,0.0859379991889,,9297.099609375,
